SPGTable,,,,,,,,,,,,,,,,,,,,
#PEND,#PEND,#PEND,#PEND,#PEND,#PEND,#PEND,#PEND,#PEND,#PEND,#PEND,#PEND,#PEND,#PEND,#PEND,#PEND,#PEND,#PEND,#PEND,#PEND,#PEND
SP_ENTITY_NAME,SP_ENTITY_ID,SP_EXCHANGE_TICKER,IQ_TOTAL_DEBT,IQ_TOTAL_DEBT,IQ_TOTAL_DEBT,IQ_TOTAL_DEBT,IQ_TOTAL_DEBT,IQ_TOTAL_DEBT,IQ_EBITDA,IQ_EBITDA,IQ_EBITDA,IQ_EBITDA,IQ_EBITDA,IQ_EBITDA,IQ_TOTAL_REV,IQ_TOTAL_REV,IQ_TOTAL_REV,IQ_TOTAL_REV,IQ_TOTAL_REV,IQ_TOTAL_REV
,,,FY0,FY-5,FY-4,FY-3,FY-2,FY-1,FY0,FY-1,FY-2,FY-3,FY-4,FY-5,FY0,FY-1,FY-2,FY-3,FY-4,FY-5
,,,,,,,,,,,,,,,,,,,,
"United Parcel Service, Inc. (NYSE:UPS)",4051574,NYSE:UPS,"28,590,000","27,768,000","25,538,000","23,526,000","26,729,000","25,652,000","12,212,000","11,620,000","12,910,000","17,502,000","15,821,000","10,366,000","88,661,000","91,070,000","90,958,000","100,338,000","97,287,000","84,628,000"
"United Rentals, Inc. (NYSE:URI)",4086110,NYSE:URI,"15,670,000","10,409,000","10,508,000","12,223,000","12,662,000","14,789,000","4,455,000","4,568,000","4,394,000","3,623,000","2,691,000","2,253,000","16,099,000","15,345,000","14,332,000","11,642,000","9,716,000","8,530,000"
UnitedHealth Group Incorporated (NYSE:UNH),111568,NYSE:UNH,"83,004,000","43,467,000","46,003,000","57,623,000","62,537,000","76,904,000","21,625,000","34,986,000","35,130,000","30,835,000","26,173,000","24,496,000","447,567,000","400,278,000","371,622,000","324,162,000","287,597,000","257,141,000"
"Universal Health Services, Inc. (NYSE:UHS)",4540311,NYSE:UHS,"5,166,503","4,194,350","4,559,396","5,271,278","5,366,628","4,955,429","2,612,758","2,266,645","1,743,422","1,642,966","1,927,529","1,870,212","17,364,829","15,827,935","14,281,976","13,399,370","12,642,117","11,558,897"
Valero Energy Corporation (NYSE:VLO),4011157,NYSE:VLO,"11,703,000","15,847,000","15,125,000","12,722,000","12,637,000","11,540,000","7,599,000","6,619,000","14,659,000","18,209,000","4,584,000","804,000","115,939,000","123,974,000","139,001,000","171,189,000","108,332,000","60,115,000"
"Ventas, Inc. (NYSE:VTR)",4046115,NYSE:VTR,"13,219,618","12,105,329","12,224,778","12,487,220","13,685,630","13,740,554","2,213,200","1,875,023","1,772,999","1,655,923","1,537,922","1,675,301","5,817,438","4,889,015","4,500,039","4,154,058","3,818,181","3,789,592"
Veralto Corporation (NYSE:VLTO),112268261,NYSE:VLTO,"2,879,000",NA,"135,000","123,000","2,777,000","2,767,000","1,357,000","1,287,000","1,240,000","1,212,000","1,145,000","1,077,000","5,503,000","5,193,000","5,021,000","4,870,000","4,700,000","4,348,000"
"VeriSign, Inc. (NASDAQGS:VRSN)",4087927,NASDAQGS:VRSN,"1,798,000","1,795,242","1,788,200","1,795,000","1,797,500","1,801,500","1,152,200","1,095,100","1,044,700","990,000","914,700","870,600","1,656,600","1,557,400","1,493,100","1,424,900","1,327,600","1,265,100"
"Verisk Analytics, Inc. (NASDAQGS:VRSK)",4241337,NASDAQGS:VRSK,"4,900,400","3,524,200","3,577,100","3,955,500","3,095,400","3,245,800","1,484,900","1,386,300","1,250,100","1,631,700","1,186,200","1,196,000","3,072,700","2,881,700","2,681,400","2,497,000","2,462,500","2,269,400"
Verizon Communications Inc. (NYSE:VZ),4057229,NYSE:VZ,"184,814,000","151,647,000","178,942,000","180,263,000","178,597,000","171,695,000","49,997,000","48,791,000","47,810,000","47,870,000","52,871,000","48,109,000","138,191,000","134,788,000","133,974,000","136,835,000","133,613,000","128,292,000"
Vertex Pharmaceuticals Incorporated (NASDAQGS:VRTX),4159057,NASDAQGS:VRTX,"2,036,000","942,400","967,400","899,700","808,400","1,749,500","4,866,000","4,577,000","4,477,000","4,526,700","4,017,900","3,163,500","12,001,300","11,020,100","9,869,200","8,930,700","7,574,400","6,205,700"
Vertiv Holdings Co (NYSE:VRT),11078438,NYSE:VRT,"3,227,900","2,334,900","3,137,300","3,368,100","3,126,400","3,145,300","2,207,700","1,661,500","1,188,600","529,800","500,200","538,200","10,229,900","8,011,800","6,863,200","5,691,500","4,998,100","4,370,600"
Viatris Inc. (NASDAQGS:VTRS),4761964,NASDAQGS:VTRS,"14,698,000","26,108,800","23,358,000","19,527,700","18,371,200","14,305,900","3,958,200","4,309,000","4,720,300","5,601,000","5,502,000","3,256,600","14,299,900","14,739,300","15,426,900","16,262,700","17,886,300","11,946,000"
VICI Properties Inc. (NYSE:VICI),6614190,NYSE:VICI,"17,689,740","7,159,936","4,991,844","14,568,973","17,639,740","17,650,085","3,651,209","3,544,492","3,342,409","1,672,748","1,437,028","908,287","4,006,116","3,849,205","3,613,268","2,660,466","1,509,568","1,225,574"
Visa Inc. (NYSE:V),4163620,NYSE:V,"26,084,000","24,640,000","21,551,000","23,292,000","21,295,000","21,671,000","28,028,000","25,030,000","22,870,000","20,542,000","16,611,000","14,892,000","40,000,000","35,926,000","32,653,000","29,310,000","24,105,000","21,846,000"
Vistra Corp. (NYSE:VST),4085953,NYSE:VST,"20,417,000","10,296,000","11,234,000","13,428,000","14,741,000","17,413,000","5,228,000","6,806,000","4,682,000","909,000","562,000","3,888,000","17,738,000","17,224,000","14,779,000","13,728,000","12,077,000","11,443,000"
Vulcan Materials Company (NYSE:VMC),4063773,NYSE:VMC,"4,940,000","3,742,500","4,667,600","4,629,300","4,465,800","5,898,500","2,311,300","2,050,400","1,997,300","1,595,900","1,353,400","1,286,900","7,941,100","7,417,700","7,781,900","7,315,200","5,552,200","4,856,800"
W. R. Berkley Corporation (NYSE:WRB),103336,NYSE:WRB,"3,100,176","2,928,977","3,475,797","3,041,282","3,055,662","3,059,363","2,538,894","2,402,657","1,973,596","1,854,997","1,545,563","990,767","14,707,856","13,638,752","12,142,938","11,166,499","9,455,466","8,098,925"
"W.W. Grainger, Inc. (NYSE:GWW)",4071818,NYSE:GWW,"2,862,000","2,616,000","2,762,000","2,739,000","2,752,000","3,183,000","2,963,000","2,909,000","2,797,000","2,443,000","1,756,000","1,414,000","17,942,000","17,168,000","16,478,000","15,228,000","13,022,000","11,797,000"
Walmart Inc. (NASDAQGS:WMT),3005566,NASDAQGS:WMT,"68,426,000","63,640,000","58,418,000","61,035,000","63,277,000","62,113,000","44,028,000","42,321,000","38,865,000","35,473,000","36,600,000","33,700,000","713,163,000","680,985,000","648,125,000","611,289,000","572,754,000","559,151,000"
"Warner Bros. Discovery, Inc. (NASDAQGS:WBD)",4216584,NASDAQGS:WBD,"36,761,000","16,397,000","15,648,000","52,602,000","47,290,000","43,006,000","7,362,000","7,547,000","7,409,000","4,943,000","3,655,000","4,143,000","37,296,000","39,321,000","41,321,000","33,817,000","12,191,000","10,671,000"
"Waste Management, Inc. (NYSE:WM)",4063852,NYSE:WM,"23,917,000","14,326,000","13,928,000","15,508,000","16,747,000","24,940,000","7,559,000","6,576,000","5,894,000","5,466,000","4,956,000","4,149,000","25,204,000","22,063,000","20,426,000","19,698,000","17,931,000","15,218,000"
Waters Corporation (NYSE:WAT),4337758,NYSE:WAT,"1,543,961","1,497,472","1,606,762","1,668,198","2,458,622","1,702,983","1,094,048","1,047,351","1,028,251","1,014,085","958,425","777,972","3,165,286","2,958,387","2,956,416","2,971,956","2,785,874","2,365,365"
"WEC Energy Group, Inc. (NYSE:WEC)",4009725,NYSE:WEC,"22,390,500","14,297,600","15,622,900","17,323,900","18,841,400","20,369,000","3,867,700","3,603,100","3,448,800","3,151,200","2,861,400","2,723,200","9,800,100","8,599,900","8,893,000","9,597,400","8,316,000","7,241,700"
Wells Fargo & Company (NYSE:WFC),100382,NYSE:WFC,"443,508,000","293,420,000","208,998,000","250,547,000","319,702,000","291,775,000",NA,NA,NA,NA,NA,NA,"80,041,000","77,962,000","77,198,000","72,834,000","83,321,000","60,172,000"
Welltower Inc. (NYSE:WELL),102952,NYSE:WELL,"21,380,295","14,216,986","14,676,898","14,963,912","16,118,779","16,758,356","2,664,594","2,962,831","2,477,950","2,167,676","1,942,459","1,919,874","10,838,034","7,991,118","6,572,510","5,860,615","4,737,473","4,586,538"
"West Pharmaceutical Services, Inc. (NYSE:WST)",4102413,NYSE:WST,"326,200","331,300","325,300","317,900","309,000","305,300","810,100","749,000","843,500","884,400","890,900","531,700","3,074,100","2,893,200","2,949,800","2,886,900","2,831,600","2,146,900"
Western Digital Corporation (NASDAQGS:WDC),4071659,NASDAQGS:WDC,"4,852,000","9,708,000","8,805,000","7,022,000","7,354,000","7,595,000","2,473,000","460,000","10,000","3,589,000","2,321,000","1,934,000","9,520,000","6,317,000","6,255,000","18,793,000","16,922,000","16,736,000"
Westinghouse Air Brake Technologies Corporation (NYSE:WAB),4994265,NYSE:WAB,"5,933,000","4,239,000","4,058,000","4,002,000","4,069,000","3,980,000","2,435,000","2,134,000","1,797,000","1,484,000","1,321,000","1,256,000","11,167,000","10,387,000","9,677,000","8,362,000","7,822,000","7,556,000"
Weyerhaeuser Company (NYSE:WY),4006248,NYSE:WY,"5,721,000","5,608,000","5,221,000","5,171,000","5,191,000","5,234,000","706,000","1,182,000","1,566,000","3,526,000","4,021,000","2,050,000","6,905,000","7,124,000","7,674,000","10,184,000","10,201,000","7,532,000"
"Williams-Sonoma, Inc. (NYSE:WSM)",4252151,NYSE:WSM,"1,456,905","1,534,161","1,284,248","1,443,658","1,390,621","1,347,315","1,648,771","1,663,886","1,491,283","1,728,175","1,649,203","1,126,452","7,806,816","7,711,541","7,750,652","8,674,417","8,245,936","6,783,189"
Willis Towers Watson Public Limited Company (NASDAQGS:WTW),4248534,NASDAQGS:WTW,"6,905,000","6,726,000","5,490,000","5,483,000","5,946,000","5,936,000","2,627,000","2,657,000","2,433,000","2,378,000","2,399,000","2,145,000","9,708,000","9,930,000","9,483,000","8,866,000","8,998,000","8,615,000"
"Workday, Inc. (NASDAQGS:WDAY)",4334777,NASDAQGS:WDAY,"3,821,000","2,238,065","2,102,756","3,249,000","3,296,000","3,362,000","1,371,000","825,000","465,000","182,000","228,000","45,058","9,552,000","8,446,000","7,259,000","6,216,000","5,139,000","4,317,996"
"Wynn Resorts, Limited (NASDAQGS:WYNN)",4107971,NASDAQGS:WYNN,"12,292,254","13,270,779","12,126,173","13,789,744","13,416,821","12,266,452","1,749,601","1,800,322","1,608,265","443,961","317,813","(520,428)","7,137,924","7,127,961","6,531,897","3,756,825","3,763,664","2,095,861"
Xcel Energy Inc. (NASDAQGS:XEL),4025308,NASDAQGS:XEL,"36,082,000","22,208,000","24,736,000","26,033,000","27,531,000","30,268,000","5,980,000","5,282,000","5,180,000","5,013,000","4,462,000","4,190,000","14,669,000","13,441,000","14,206,000","15,310,000","13,431,000","11,526,000"
Xylem Inc. (NYSE:XYL),4317520,NYSE:XYL,"2,475,000","3,363,000","2,752,000","2,198,000","2,726,000","2,443,000","1,894,000","1,629,000","1,161,000","890,000","824,000","736,000","9,035,000","8,562,000","7,364,000","5,522,000","5,195,000","4,876,000"
"Yum! Brands, Inc. (NYSE:YUM)",4025819,NYSE:YUM,"13,189,000","11,800,000","12,219,000","12,661,000","12,031,000","12,286,000","2,910,000","2,727,000","2,533,000","2,282,000","2,328,000","1,843,000","8,214,000","7,549,000","7,076,000","6,842,000","6,584,000","5,652,000"
Zebra Technologies Corporation (NASDAQGS:ZBRA),4376897,NASDAQGS:ZBRA,"2,697,000","1,450,000","1,161,000","2,199,000","2,430,000","2,362,000","985,000","937,000","761,000","1,140,000","1,198,000","831,000","5,396,000","4,981,000","4,584,000","5,781,000","5,627,000","4,448,000"
"Zimmer Biomet Holdings, Inc. (NYSE:ZBH)",4812735,NYSE:ZBH,"7,873,900","8,502,600","7,314,300","6,138,400","6,208,000","6,620,800","2,495,400","2,590,300","2,457,100","2,212,600","2,160,100","1,791,400","8,231,500","7,678,600","7,394,200","6,939,900","6,827,300","6,127,500"
Zoetis Inc. (NYSE:ZTS),4810470,NYSE:ZTS,"9,313,000","7,440,000","6,789,000","8,165,000","6,838,000","6,829,000","4,066,000","3,835,000","3,486,000","3,332,000","3,207,000","2,696,000","9,467,000","9,256,000","8,544,000","8,080,000","7,776,000","6,675,000"
